"cliente","cidade","estado","cpf","cnpj","produto","quantidade","valor_unitário","valor_custo","valor_total","data_venda","tipo_frete","valor_frete","status_venda"
"Mariana Gomes","Curitiba","PR","662.049.694-89","","Notebook Gamer","12","9569.62","3572.62","114835.44","19/10/2023","CIF","119.53","Em Análise"
"Prime Office Supplies","Belém","PA","","15.193.269/0057-63","Gaveteiro com Rodas","27","4268.05","2922.21","115237.35","23/08/2023","CIF","181.06","Em Análise"
"Hugo Martins","Manaus","AM","181.125.206-47","","Lápis de Cor","1","6930.12","4686.16","6930.12","08/02/2023","FOB","","Pendente"
"MaxxiTech Components","Salvador","BA","","33.181.017/5893-40","Relógio Digital","5","7769.16","4675.67","38845.8","17/03/2023","CIF","176.29","Em Análise"
"Comercial Andrade Ltda","Curitiba","PR","","55.537.611/1556-06","Monitor Full HD","20","5562.17","4550.05","111243.4","23/07/2024","CIF","150.77","Em Análise"
"Alpha Distribuidora","Curitiba","PR","","41.992.958/0340-98","Mini Projetor","12","1951.86","1331.14","23422.32","08/05/2024","CIF","149.88","Cancelada"
"Fortline Comércio Geral","Belém","PA","","62.057.831/3216-20","Caneta Esferográfica","18","2058.82","1747.81","37058.76","05/03/2023","CIF","41.1","Em Análise"
"Mirella Castro","Belém","PA","204.535.546-30","","Smartphone Importado","5","2864.69","2255.68","14323.45","06/07/2024","FOB","","Cancelada"
"Global Trade Importações","Porto Alegre","RS","","36.069.625/1720-12","Headset USB","22","4977.56","2383.72","109506.32","28/05/2023","CIF","171.62","Pendente"
"Larissa Ferreira","Manaus","AM","450.010.242-24","","Mesa Gamer","17","10479.03","4489.45","178143.51","21/07/2024","FOB","","Em Análise"
"Ribeiro Equipamentos","Rio de Janeiro","RJ","","21.859.188/4400-92","Notebook Gamer","5","4041.37","3343.47","20206.85","28/07/2023","CIF","171.76","Em Análise"
"Carlos Eduardo Lima","Brasília","DF","768.734.911-59","","Fone Bluetooth","16","9871.35","4459.8","157941.6","29/08/2024","CIF","29.75","Concluída"
"Patrícia Moura","Porto Alegre","RJ ","446.073.750-07","","Estojo Escolar","","5618","2260.22","162922","03/06/2024","CIF","166.44","Em Análise"
"Fernanda Almeida","Recife","PE","726.932.467-29","","Pulseira Esportiva","5","3909.25","1778.19","19546.25","02/15/2024","FOB","","Em Análise"
"MaxxiTech Components","Salvador","BA","","33.181.017/5893-40","Notebook Gamer","2","6548.46","3642.58","13096.92","29/06/2024","FOB","","Concluída"
"Patrícia Moura","Porto Alegre","Ba","446.073.750-07","","Mouse Sem Fio","28","11033.27","4642.02","308931.56","05/30/2023","CIF","199.42","Em Análise"
"Daniel Lobo","São Paulo","SP","550.369.280-76","","Caderno Universitário","28","12128.09","4706.99","339586.52","05/12/2023","FOB","","Concluída"
"Simone Teixeira","Rio de Janeiro","RJ","499.655.531-18","","PC Gamer","10","11104.94","4913.43","111049.4","05/12/2023","FOB","","Pendente"
"MaxxiTech Components","Salvador","BA","","33.181.017/5893-40","Pulseira Esportiva","15","11241.12","4831.31","168616.8","04/08/2023","FOB","","Pendente"
"Hugo Martins","Manaus","Prr","181.125.206-47","","Smartphone Importado","16","3336.52","2255.68","53384.32","11/27/2023","FOB","","Cancelada"
"Larissa Ferreira","Manaus","RJ ","450.010.242-24","","Headset USB","12","5983.27","4172.06","71799.24","09/11/2023","FOB","","Concluída"
"Carlos Eduardo Lima","Brasília","DF","768.734.911-59","","Estante de Livros","29","2395.6","1129.49","69472.4","08/05/2023","FOB","","Em Análise"
"Global Trade Importações","Porto Alegre","RS","","36.069.625/1720-12","Relógio Digital","29","161.54","85.11","4684.66","18/10/2024","CIF","133.97","Cancelada"
"Mirella Castro","Belém","PA","204.535.546-30","","Bloco de Notas","15","8650.6","3573.49","129759","16/07/2023","CIF","73.22","Cancelada"
"Carlos Eduardo Lima","Brasília","DF","768.734.911-59","","Estante de Livros","1","4515.91","3869.96","4515.91","13/11/2024","CIF","36.33","Cancelada"
"Moura & Filhos ME","Brasília","DF","","35.982.399/2390-09","Lápis de Cor","28","2906.79","1224.15","81390.12","07/30/2023","FOB","","Concluída"
"Mirella Castro","Belém","PA","204.535.546-30","","Smartphone Importado","18","7240.24","3002.32","130324.32","16/05/2024","CIF","112.41","Cancelada"
"Prime Office Supplies","Belém","PA","","15.193.269/0057-63","Mesa de Escritório","25","47.03","29.52","1175.75","01/16/2024","FOB","","Concluída"
"Delta Service Brasil","São Paulo","SP","","33.010.213/1465-22","Smartphone Importado","30","5690.87","4398.3","170726.1","10/10/2024","CIF","20.39","Concluída"
"CenterPro Equipamentos","Manaus","AM","","16.698.635/0233-57","Mesa Gamer","19","8364.68","3954.14","158928.92","03/26/2023","CIF","36.02","Em Análise"
"Larissa Ferreira","Manaus","AM","450.010.242-24","","Smartphone Importado","11","3798.88","2185.74","41787.68","04/07/2023","FOB","","Pendente"
"Moura & Filhos ME","Brasília","DF","","35.982.399/2390-09","Estante de Livros","17","3275.44","1243.07","55682.48","01/04/2024","FOB","","Em Análise"
"Larissa Ferreira","Manaus","AM","450.010.242-24","","Monitor Full HD","9","3445.69","2017.84","31011.21","20/03/2023","FOB","","Pendente"
"Simone Teixeira","Rio de Janeiro","RJ","499.655.531-18","","Caixa de Som Smart","30","11329.99","4985.88","339899.7","19/11/2024","CIF","50.1","Cancelada"
"Mirella Castro","Belém","PA","204.535.546-30","","Armário de Aço","3","7658.52","3305.87","22975.56","03/27/2024","CIF","89.4","Concluída"
"Mirella Castro","Belém","PA","204.535.546-30","","Cadeira Ergonômica","18","2078.43","1417.54","37411.74","23/03/2023","CIF","188.48","Concluída"
"Ana Paula Silva","Brasília","DF","862.295.268-57","","Mesa de Escritório","6","81.71","29.52","490.26","27/11/2023","CIF","92.77","Pendente"
"Moura & Filhos ME","Brasília","DF","","35.982.399/2390-09","Lápis de Cor","8","5765.89","4394.3","46127.12","10/08/2023","CIF","82.42","Em Análise"
"Rafael Andrade","Porto Alegre","RS","618.986.735-72","","Smartphone Importado","9","3790.72","2603.36","34116.48","05/06/2024","CIF","25.63","Pendente"
"Mercado Novo Sul","Rio de Janeiro","Ce","","48.793.803/7889-04","","13","6254.35","4782.9","81306.55","08/20/2024","FOB","","Em Análise"
"Comercial Andrade Ltda","Curitiba","RJ ","","55.537.611/1556-06","Pulseira Esportiva","22","300.75","178.12","6616.5","07/05/2023","FOB","","Concluída"
"Renato Carvalho","Recife","Ba","071.142.172-58","","Gaveteiro com Rodas","11","2923.22","1812.15","32155.42","12/01/2024","FOB","","Pendente"
"Rogério Matos","São Paulo","SP","263.971.756-39","","Mesa Gamer","5","8831.96","3811.29","44159.8","09/06/2023","FOB","","Em Análise"
"TechInfo Solutions","Manaus","AM","","23.142.529/9475-25","Gaveteiro com Rodas","28","11057.82","4073.04","309618.96","04/06/2023","FOB","","Em Análise"
"LogiCenter Brasil","Salvador","BA","","26.929.896/9741-00","Fone Bluetooth","26","10669.92","4459.8","277417.92","13/07/2024","FOB","","Concluída"
"João Victor Ribeiro","Belém","PA","178.754.043-55","","Bolsa de Viagem","17","5420.07","2508.59","92141.19","21/09/2023","FOB","","Concluída"
"João Victor Ribeiro","Belém","PA","178.754.043-55","","Lápis de Cor","28","8027.62","3147.23","224773.36","05/16/2024","FOB","","Pendente"
"Larissa Ferreira","Manaus","AM","450.010.242-24","","Notebook Gamer","28","9012.61","3642.58","252353.08","13/07/2024","FOB","","Em Análise"
"Rafael Andrade","Porto Alegre","RS","618.986.735-72","","Mesa Gamer","21","5526.76","4489.45","116061.96","08/08/2023","FOB","","Em Análise"
"LogiCenter Brasil","Salvador","BA","","26.929.896/9741-00","Carteira Masculina","23","6098.19","2602.2","140258.37","12/03/2023","FOB","","Pendente"
"UniFlex Comercial","Manaus","AM","","53.020.698/5267-01","Estojo Escolar","25","3905.41","2260.22","97635.25","15/01/2023","FOB","","Pendente"
"Rafael Andrade","Porto Alegre","RS","618.986.735-72","","Bloco de Notas","21","487.51","384.07","10237.71","30/01/2023","CIF","72.1","Em Análise"
"Rogério Matos","São Paulo","SP","263.971.756-39","","Fone Bluetooth","14","6846.52","4459.8","95851.28","23/07/2023","CIF","71.99","Pendente"
"CenterPro Equipamentos","Manaus","AM","","16.698.635/0233-57","PC de Escritório","4","179.86","81.54","719.44","13/04/2024","FOB","","Em Análise"
"João Victor Ribeiro","Belém","PA","178.754.043-55","","Mesa de Escritório","25","7029.68","2558.46","175742","08/04/2023","FOB","","Em Análise"
"Hugo Martins","Manaus","AM","181.125.206-47","","Estante de Livros","6","463.19","221.25","2779.14","10/31/2024","FOB","","Concluída"
"Mirella Castro","Belém","PA","204.535.546-30","","Smartphone Importado","26","4388.85","1843.64","114110.1","11/08/2023","FOB","","Concluída"
"Larissa Ferreira","Manaus","AM","450.010.242-24","","Mouse Sem Fio","12","1135.12","701.69","13621.44","05/05/2024","FOB","","Cancelada"
"Delta Service Brasil","São Paulo","SP","","33.010.213/1465-22","Estante de Livros","14","6446.95","3981.85","90257.3","10/25/2024","FOB","","Cancelada"
"Mirella Castro","Belém","PA","204.535.546-30","","Teclado Mecânico","11","5984.85","3691.1","65833.35","28/10/2024","FOB","","Cancelada"
"Ana Paula Silva","Brasília","DF","862.295.268-57","","Caixa de Som Smart","22","6896.1","4868.72","151714.2","12/10/2023","FOB","","Pendente"
"Renato Carvalho","Recife","PE","071.142.172-58","","Notebook Gamer","12","5804.52","2471.63","69654.24","12/05/2023","CIF","199.85","Cancelada"
"Ribeiro Equipamentos","Rio de Janeiro","SPP","","21.859.188/4400-92","Gaveteiro com Rodas","13","7877.58","2922.21","102408.54","06/21/2023","FOB","","Em Análise"
"Mirella Castro","Belém","PA","204.535.546-30","","Óculos de Sol","7","3286.64","2535.16","23006.48","13/05/2023","CIF","166.95","Concluída"
"Fortline Comércio Geral","Belém"," Rs","","62.057.831/3216-20","Teclado Mecânico","16","4828.18","3976.7","77250.88","11/05/2024","CIF","108.05","Cancelada"
"Renato Carvalho","Recife","PE","071.142.172-58","","Mesa de Escritório","29","5422.14","2558.46","157242.06","08/23/2023","CIF","166.65","Concluída"
"Mercado Novo Sul","Rio de Janeiro","RJ","","48.793.803/7889-04","Smartphone Importado","18","3999.8","2185.74","71996.4","10/17/2024","CIF","36.93","Concluída"
"UniFlex Comercial","Manaus","AM","","53.020.698/5267-01","","21","65.66","42.58","1378.86","04/02/2023","CIF","178.53","Pendente"
"Felipe Moreira","Manaus","AM","247.173.034-32","","Mesa de Escritório","12","4749","1980.8","56988","26/11/2023","FOB","","Cancelada"
"Larissa Ferreira","Manaus","AM","450.010.242-24","","Monitor Full HD","14","5015.38","2017.84","70215.32","01/09/2024","CIF","138.47","Pendente"
"Prime Office Supplies","Belém","PA","","15.193.269/0057-63","Marcador Permanente","14","7575.7","3770.06","106059.8","04/23/2023","CIF","191.84","Pendente"
"Mirella Castro","Belém","PA","204.535.546-30","","Caixa de Som Smart","16","6270.19","4868.72","100323.04","05/30/2024","FOB","","Cancelada"
"Larissa Ferreira","Manaus","AM","450.010.242-24","","Pulseira Esportiva","16","4277.07","1778.19","68433.12","07/12/2023","FOB","","Pendente"
"Larissa Ferreira","Manaus"," Rs","450.010.242-24","","Mesa Gamer","18","8721.93","3994.46","156994.74","12/06/2024","CIF","184.36","Pendente"
"Ana Paula Silva","Brasília","DF","862.295.268-57","","Bolsa de Viagem","26","6162.63","4349.02","160228.38","31/05/2024","FOB","","Pendente"
"Rogério Matos","São Paulo","SP","263.971.756-39","","PC de Escritório","24","9484.4","4816.22","227625.6","04/14/2024","FOB","","Concluída"
"Daniel Lobo","São Paulo","SP","550.369.280-76","","PC Gamer","16","612.58","259.95","9801.28","23/07/2023","FOB","","Pendente"
"Fortline Comércio Geral","Belém","PA","","62.057.831/3216-20","Armário de Aço","9","1997.42","1310.02","17976.78","11/16/2024","FOB","","Concluída"
"Larissa Ferreira","Manaus","AM","450.010.242-24","","Lápis de Cor","17","6399.22","3354.31","108786.74","03/24/2023","CIF","66.93","Cancelada"
"Rogério Matos","São Paulo","SP","263.971.756-39","","Pulseira Esportiva","24","2137.65","962.37","51303.6","31/08/2024","CIF","168.83","Cancelada"
"João Victor Ribeiro","Belém","PA","178.754.043-55","","Óculos de Sol","8","4943.3","2535.16","39546.4","11/02/2023","CIF","116.18","Em Análise"
"LogiCenter Brasil","Salvador","BA","","26.929.896/9741-00","Notebook Gamer","30","9077.9","3343.47","272337","11/12/2024","FOB","","Pendente"
"Comercial Andrade Ltda","Curitiba","PR","","55.537.611/1556-06","PC de Escritório","10","5761.27","2333.62","57612.7","26/05/2024","FOB","","Concluída"
"Mirella Castro","Belém","PA","204.535.546-30","","Lápis de Cor","10","3399.51","1224.15","33995.1","26/07/2024","FOB","","Em Análise"
"Hugo Martins","Manaus","AM","181.125.206-47","","Fone Bluetooth","29","585.49","283.49","16979.21","10/02/2023","FOB","","Cancelada"
"Fernanda Almeida","Recife","PE","726.932.467-29","","Gaveteiro com Rodas","15","5874.11","2922.21","88111.65","17/11/2024","FOB","","Em Análise"
"Larissa Ferreira","Manaus","AM","450.010.242-24","","Mesa de Escritório","12","1370.88","1177.07","16450.56","04/03/2023","CIF","80.93","Cancelada"
"Mirella Castro","Belém","PA","204.535.546-30","","Mochila Executiva","10","7256.77","3742.9","72567.7","16/08/2023","FOB","","Concluída"
"Ana Paula Silva","Brasília","Ba","862.295.268-57","","Relógio Digital","19","6458.87","3080.95","122718.53","30/01/2023","CIF","134.91","Pendente"
"Renato Carvalho","Recife","PE","071.142.172-58","","Smartphone Importado","15","3696.2","2255.68","55443","05/22/2024","CIF","55.66","Em Análise"
"CenterPro Equipamentos","Manaus","AM","","16.698.635/0233-57","Caneta Esferográfica","5","7978.52","4492.84","39892.6","18/07/2024","CIF","72.16","Concluída"
"Beatriz Correia","Salvador","BA","511.440.560-17","","Mochila Executiva","18","3841.85","2060.92","69153.3","06/08/2024","CIF","163.66","Cancelada"
"Daniel Lobo","São Paulo","Prr","550.369.280-76","","","20","5145.67","3642.58","102913.4","10/29/2023","FOB","","Cancelada"
"Mirella Castro","Belém","PA","204.535.546-30","","Lápis de Cor","12","3867.25","2192.98","46407","07/31/2023","FOB","","Concluída"
"LogiCenter Brasil","Salvador","BA","","26.929.896/9741-00","Relógio Digital","13","13674.64","4883.82","177770.32","11/21/2023","CIF","57.36","Em Análise"
"Moura & Filhos ME","Brasília","DF","","35.982.399/2390-09","Mini Projetor","23","1840.32","1514.43","42327.36","11/09/2024","CIF","133.21","Pendente"
"Rafael Andrade","Porto Alegre","RS","618.986.735-72","","Bolsa de Viagem","8","317.66","203.78","2541.28","29/04/2023","CIF","76.54","Pendente"
"Rafael Andrade","Porto Alegre","Prr","618.986.735-72","","Mesa Gamer","4","800.4","378.66","3201.6","09/24/2023","CIF","37.94","Cancelada"
"Rogério Matos","São Paulo","SP","263.971.756-39","","Carteira Masculina","1","8162.81","3637.77","8162.81","15/10/2023","CIF","36.67","Cancelada"
"João Victor Ribeiro","Belém","PA","178.754.043-55","","Drone Compacto","10","1675.59","1186.41","16755.9","13/07/2023","FOB","","Em Análise"
"LogiCenter Brasil","Salvador","BA","","26.929.896/9741-00","Pulseira Esportiva","28","3698.7","1851.46","103563.6","05/20/2024","CIF","106.71","Pendente"
"Carlos Eduardo Lima","Brasília","DF","768.734.911-59","","Mesa Gamer","25","3410.03","2892.85","85250.75","08/15/2023","CIF","113.35","Cancelada"
"Fernanda Almeida","Recife","PE","726.932.467-29","","Pulseira Esportiva","30","5705.33","3664.25","171159.9","04/30/2024","FOB","","Concluída"
"Global Trade Importações","Porto Alegre","RS","","36.069.625/1720-12","PC Gamer","10","7728.98","4913.43","77289.8","24/03/2024","CIF","165.36","Concluída"
"João Victor Ribeiro","Belém","PA","178.754.043-55","","Estante de Livros","8","7413.78","3981.85","59310.24","03/09/2024","FOB","","Em Análise"
"Carlos Eduardo Lima","Brasília","DF","768.734.911-59","","Mouse Sem Fio","29","6697.52","2816.95","194228.08","11/10/2024","FOB","","Pendente"
"Fortline Comércio Geral","Belém","PA","","62.057.831/3216-20","Smartphone Importado","23","2915.57","1523.23","67058.11","27/10/2023","FOB","","Pendente"
"TechInfo Solutions","Manaus","Ba","","23.142.529/9475-25","Pulseira Esportiva","12","8491.38","4831.31","101896.56","08/11/2023","FOB","","Cancelada"
"TechInfo Solutions","Manaus","Ba","","23.142.529/9475-25","Pulseira Esportiva","12","8491.38","4831.31","101896.56","08/11/2023","FOB","","Cancelada"
"Carlos Eduardo Lima","Brasília","DF","768.734.911-59","","Armário de Aço","3","2897.64","1310.02","8692.92","18/02/2023","CIF","128.39","Em Análise"
"Mirella Castro","Belém","PA","204.535.546-30","","Lápis de Cor","14","5858.64","3147.23","82020.96","29/06/2024","FOB","","Pendente"
"Alpha Distribuidora","Curitiba","PR","","41.992.958/0340-98","Mesa de Escritório","","2147.18","1365.18","12883.08","01/10/2023","FOB","","Pendente"
"Fernanda Almeida","Recife","PE","726.932.467-29","","Fone Bluetooth","16","6740.64","2464.7","107850.24","26/03/2023","CIF","175.62","Em Análise"
"Camila Pires","Manaus","AM","899.777.131-83","","Lápis de Cor","10","2151.56","1447.99","21515.6","02/19/2024","FOB","","Cancelada"
"Patrícia Moura","Porto Alegre","RS","446.073.750-07","","Agenda 2025","3","3944.06","1646.62","11832.18","03/14/2023","FOB","","Concluída"
"Mirella Castro","Belém"," Rs","204.535.546-30","","Mini Projetor","2","8011.2","3476.57","16022.4","29/03/2023","FOB","","Cancelada"
"Mirella Castro","Belém","PA","204.535.546-30","","Fone Bluetooth","28","6196.51","4976.19","173502.28","02/05/2023","CIF","85.78","Em Análise"
"Moura & Filhos ME","Brasília","DF","","35.982.399/2390-09","Óculos de Sol","9","6272.75","4704.27","56454.75","15/07/2023","FOB","","Em Análise"
"MaxxiTech Components","Salvador","BA","","33.181.017/5893-40","Carteira Masculina","26","1437.28","1006.08","37369.28","11/22/2023","CIF","106.35","Pendente"
